file_path,category
augmented_audio_dataset\Bird\speed_up_96.wav,Bird
augmented_audio_dataset\Bird\noise_69.wav,Bird
augmented_audio_dataset\Five\pitch_down_230.wav,Five
augmented_audio_dataset\Four\speed_up_347.wav,Four
augmented_audio_dataset\Bird\pitch_down_74.wav,Bird
augmented_audio_dataset\visual\noise_1405.wav,visual
augmented_audio_dataset\On\volume_down_845.wav,On
augmented_audio_dataset\On\noise_870.wav,On
augmented_audio_dataset\Right\reversed_949.wav,Right
augmented_audio_dataset\Marvin\speed_up_655.wav,Marvin
augmented_audio_dataset\Right\volume_down_935.wav,Right
augmented_audio_dataset\Nine\speed_down_717.wav,Nine
augmented_audio_dataset\Off\shift_forward_800.wav,Off
augmented_audio_dataset\visual\speed_up_1410.wav,visual
augmented_audio_dataset\Stop\reversed_1124.wav,Stop
augmented_audio_dataset\One\shift_backward_923.wav,One
augmented_audio_dataset\Go\volume_up_390.wav,Go
augmented_audio_dataset\visual\reversed_1425.wav,visual
augmented_audio_dataset\Nine\reversed_707.wav,Nine
augmented_audio_dataset\Down\speed_down_148.wav,Down
processed_recorded_audio\House\House_47.wav,House
augmented_audio_dataset\Forward\pitch_up_307.wav,Forward
augmented_audio_dataset\Dog\pitch_up_118.wav,Dog
augmented_audio_dataset\Stop\noise_1152.wav,Stop
augmented_audio_dataset\Go\speed_up_434.wav,Go
augmented_audio_dataset\Sheila\shift_forward_1077.wav,Sheila
augmented_audio_dataset\Happy\noise_478.wav,Happy
augmented_audio_dataset\Off\speed_up_790.wav,Off
augmented_audio_dataset\One\speed_up_922.wav,One
processed_recorded_audio\Sheila\Sheila_10.wav,Sheila
augmented_audio_dataset\Left\pitch_up_610.wav,Left
augmented_audio_dataset\Four\pitch_down_363.wav,Four
augmented_audio_dataset\No\noise_754.wav,No
processed_recorded_audio\Four\Four_08.wav,Four
augmented_audio_dataset\House\speed_up_551.wav,House
augmented_audio_dataset\Right\original_941.wav,Right
augmented_audio_dataset\Happy\shift_forward_449.wav,Happy
augmented_audio_dataset\Bird\original_70.wav,Bird
augmented_audio_dataset\One\volume_up_895.wav,One
augmented_audio_dataset\One\shift_backward_915.wav,One
augmented_audio_dataset\No\volume_up_748.wav,No
augmented_audio_dataset\Right\pitch_up_956.wav,Right
processed_recorded_audio\On\On_10.wav,On
augmented_audio_dataset\two\speed_up_1285.wav,two
processed_recorded_audio\Forward\Forward_46.wav,Forward
augmented_audio_dataset\three\speed_down_1216.wav,three
augmented_audio_dataset\Six\pitch_down_1093.wav,Six
augmented_audio_dataset\No\reversed_736.wav,No
augmented_audio_dataset\tree\shift_backward_1240.wav,tree
augmented_audio_dataset\two\speed_up_1288.wav,two
augmented_audio_dataset\three\original_1186.wav,three
augmented_audio_dataset\Marvin\original_638.wav,Marvin
augmented_audio_dataset\House\volume_down_520.wav,House
augmented_audio_dataset\Seven\volume_down_993.wav,Seven
augmented_audio_dataset\Nine\original_718.wav,Nine
augmented_audio_dataset\One\volume_down_904.wav,One
augmented_audio_dataset\Marvin\volume_up_680.wav,Marvin
augmented_audio_dataset\Marvin\shift_backward_648.wav,Marvin
augmented_audio_dataset\Backward\shift_forward_21.wav,Backward
augmented_audio_dataset\up\reversed_1373.wav,up
augmented_audio_dataset\Bed\pitch_up_57.wav,Bed
augmented_audio_dataset\Forward\volume_down_313.wav,Forward
augmented_audio_dataset\House\pitch_down_525.wav,House
augmented_audio_dataset\One\speed_up_916.wav,One
augmented_audio_dataset\Nine\reversed_713.wav,Nine
augmented_audio_dataset\Marvin\volume_down_658.wav,Marvin
processed_recorded_audio\Left\Left_15.wav,Left
augmented_audio_dataset\Happy\pitch_down_443.wav,Happy
augmented_audio_dataset\visual\original_1414.wav,visual
augmented_audio_dataset\No\speed_up_730.wav,No
augmented_audio_dataset\Backward\noise_26.wav,Backward
augmented_audio_dataset\Go\pitch_up_438.wav,Go
augmented_audio_dataset\Dog\volume_up_125.wav,Dog
augmented_audio_dataset\Backward\original_21.wav,Backward
augmented_audio_dataset\Nine\noise_693.wav,Nine
augmented_audio_dataset\Dog\shift_backward_128.wav,Dog
augmented_audio_dataset\Six\reversed_1108.wav,Six
augmented_audio_dataset\Five\speed_up_228.wav,Five
augmented_audio_dataset\Learn\speed_up_554.wav,Learn
augmented_audio_dataset\Bed\speed_down_41.wav,Bed
augmented_audio_dataset\two\pitch_down_1290.wav,two
augmented_audio_dataset\tree\speed_up_1267.wav,tree
processed_recorded_audio\Right\Right_40.wav,Right
augmented_audio_dataset\House\shift_backward_507.wav,House
augmented_audio_dataset\On\volume_down_859.wav,On
augmented_audio_dataset\Six\shift_forward_1099.wav,Six
augmented_audio_dataset\Follow\noise_245.wav,Follow
augmented_audio_dataset\three\pitch_up_1209.wav,three
augmented_audio_dataset\Six\reversed_1095.wav,Six
augmented_audio_dataset\On\pitch_down_872.wav,On
augmented_audio_dataset\Happy\noise_467.wav,Happy
augmented_audio_dataset\One\pitch_down_878.wav,One
augmented_audio_dataset\Bird\pitch_up_70.wav,Bird
augmented_audio_dataset\Bed\original_36.wav,Bed
augmented_audio_dataset\Bird\volume_up_77.wav,Bird
augmented_audio_dataset\Bed\speed_down_44.wav,Bed
augmented_audio_dataset\Off\speed_up_794.wav,Off
augmented_audio_dataset\Follow\pitch_down_264.wav,Follow
augmented_audio_dataset\Dog\speed_up_121.wav,Dog
augmented_audio_dataset\One\shift_forward_879.wav,One
augmented_audio_dataset\Down\shift_forward_164.wav,Down
augmented_audio_dataset\two\original_1329.wav,two
augmented_audio_dataset\Four\volume_up_375.wav,Four
processed_recorded_audio\Five\Five_23.wav,Five
augmented_audio_dataset\Right\original_953.wav,Right
augmented_audio_dataset\Right\speed_up_939.wav,Right
augmented_audio_dataset\Left\pitch_up_624.wav,Left
augmented_audio_dataset\up\original_1380.wav,up
augmented_audio_dataset\zero\shift_backward_1533.wav,zero
augmented_audio_dataset\Seven\shift_forward_995.wav,Seven
augmented_audio_dataset\Seven\volume_up_1011.wav,Seven
augmented_audio_dataset\Go\shift_backward_420.wav,Go
augmented_audio_dataset\Learn\speed_up_569.wav,Learn
augmented_audio_dataset\visual\speed_down_1438.wav,visual
augmented_audio_dataset\Happy\original_486.wav,Happy
augmented_audio_dataset\House\pitch_up_498.wav,House
augmented_audio_dataset\One\original_909.wav,One
augmented_audio_dataset\Five\pitch_up_229.wav,Five
augmented_audio_dataset\Learn\pitch_down_567.wav,Learn
augmented_audio_dataset\Learn\pitch_down_580.wav,Learn
augmented_audio_dataset\Six\pitch_down_1085.wav,Six
augmented_audio_dataset\One\volume_down_878.wav,One
augmented_audio_dataset\tree\noise_1277.wav,tree
augmented_audio_dataset\up\original_1377.wav,up
augmented_audio_dataset\Go\shift_forward_394.wav,Go
augmented_audio_dataset\One\original_904.wav,One
augmented_audio_dataset\Eight\shift_backward_173.wav,Eight
augmented_audio_dataset\visual\pitch_down_1427.wav,visual
augmented_audio_dataset\zero\pitch_down_1515.wav,zero
augmented_audio_dataset\zero\original_1520.wav,zero
augmented_audio_dataset\On\reversed_842.wav,On
processed_recorded_audio\Left\Left_39.wav,Left
augmented_audio_dataset\Bed\reversed_55.wav,Bed
augmented_audio_dataset\up\volume_down_1351.wav,up
augmented_audio_dataset\Sheila\speed_up_1068.wav,Sheila
augmented_audio_dataset\No\reversed_733.wav,No
augmented_audio_dataset\Follow\shift_forward_257.wav,Follow
augmented_audio_dataset\Forward\volume_up_293.wav,Forward
augmented_audio_dataset\One\original_884.wav,One
augmented_audio_dataset\up\original_1351.wav,up
augmented_audio_dataset\Four\noise_360.wav,Four
augmented_audio_dataset\yes\volume_up_1505.wav,yes
augmented_audio_dataset\Nine\speed_down_698.wav,Nine
augmented_audio_dataset\Five\speed_up_224.wav,Five
augmented_audio_dataset\Right\speed_down_978.wav,Right
augmented_audio_dataset\tree\reversed_1281.wav,tree
augmented_audio_dataset\House\volume_down_534.wav,House
augmented_audio_dataset\Dog\shift_backward_105.wav,Dog
augmented_audio_dataset\Right\noise_942.wav,Right
augmented_audio_dataset\Nine\shift_backward_715.wav,Nine
augmented_audio_dataset\Eight\shift_backward_197.wav,Eight
augmented_audio_dataset\One\reversed_881.wav,One
augmented_audio_dataset\Off\pitch_up_793.wav,Off
augmented_audio_dataset\Four\volume_down_386.wav,Four
augmented_audio_dataset\Four\original_360.wav,Four
augmented_audio_dataset\Learn\noise_562.wav,Learn
augmented_audio_dataset\yes\speed_up_1491.wav,yes
augmented_audio_dataset\three\speed_down_1188.wav,three
augmented_audio_dataset\Go\volume_up_408.wav,Go
augmented_audio_dataset\No\reversed_775.wav,No
processed_recorded_audio\House\House_10.wav,House
augmented_audio_dataset\Dog\speed_up_113.wav,Dog
augmented_audio_dataset\Backward\shift_backward_34.wav,Backward
augmented_audio_dataset\Backward\volume_down_3.wav,Backward
augmented_audio_dataset\three\speed_up_1216.wav,three
augmented_audio_dataset\House\pitch_down_517.wav,House
augmented_audio_dataset\Sheila\speed_down_1066.wav,Sheila
augmented_audio_dataset\Down\speed_up_136.wav,Down
augmented_audio_dataset\Backward\volume_up_31.wav,Backward
processed_recorded_audio\zero\zero_24.wav,zero
processed_recorded_audio\Learn\Learn_27.wav,Learn
augmented_audio_dataset\Happy\volume_up_450.wav,Happy
augmented_audio_dataset\Happy\shift_forward_467.wav,Happy
augmented_audio_dataset\two\noise_1294.wav,two
augmented_audio_dataset\Left\shift_forward_630.wav,Left
augmented_audio_dataset\No\pitch_up_751.wav,No
augmented_audio_dataset\One\reversed_900.wav,One
augmented_audio_dataset\Six\shift_forward_1112.wav,Six
augmented_audio_dataset\Nine\volume_down_696.wav,Nine
augmented_audio_dataset\two\speed_up_1304.wav,two
augmented_audio_dataset\Backward\noise_30.wav,Backward
augmented_audio_dataset\Stop\volume_down_1130.wav,Stop
augmented_audio_dataset\Stop\speed_down_1146.wav,Stop
augmented_audio_dataset\Learn\shift_backward_569.wav,Learn
augmented_audio_dataset\Bird\volume_up_68.wav,Bird
augmented_audio_dataset\Nine\noise_692.wav,Nine
augmented_audio_dataset\yes\pitch_up_1491.wav,yes
augmented_audio_dataset\Go\volume_down_416.wav,Go
augmented_audio_dataset\Seven\volume_down_985.wav,Seven
augmented_audio_dataset\visual\reversed_1422.wav,visual
augmented_audio_dataset\Down\pitch_up_162.wav,Down
augmented_audio_dataset\visual\reversed_1406.wav,visual
augmented_audio_dataset\Four\pitch_down_353.wav,Four
augmented_audio_dataset\Seven\speed_up_1001.wav,Seven
augmented_audio_dataset\Down\reversed_161.wav,Down
augmented_audio_dataset\Happy\pitch_down_483.wav,Happy
augmented_audio_dataset\two\pitch_down_1295.wav,two
augmented_audio_dataset\Follow\original_273.wav,Follow
augmented_audio_dataset\Forward\volume_down_305.wav,Forward
augmented_audio_dataset\Go\shift_forward_397.wav,Go
augmented_audio_dataset\Dog\speed_down_130.wav,Dog
augmented_audio_dataset\Stop\speed_down_1138.wav,Stop
augmented_audio_dataset\No\noise_747.wav,No
augmented_audio_dataset\wow\shift_backward_1462.wav,wow
processed_recorded_audio\Go\Go_28.wav,Go
augmented_audio_dataset\Stop\shift_backward_1152.wav,Stop
processed_recorded_audio\Go\Go_44.wav,Go
augmented_audio_dataset\Stop\shift_forward_1127.wav,Stop
processed_recorded_audio\Happy\Happy_37.wav,Happy
augmented_audio_dataset\Down\volume_up_152.wav,Down
augmented_audio_dataset\zero\speed_up_1532.wav,zero
augmented_audio_dataset\Go\pitch_down_424.wav,Go
augmented_audio_dataset\Follow\volume_up_263.wav,Follow
augmented_audio_dataset\Five\reversed_220.wav,Five
augmented_audio_dataset\Marvin\shift_backward_640.wav,Marvin
augmented_audio_dataset\Follow\noise_260.wav,Follow
processed_recorded_audio\Off\Off_29.wav,Off
processed_recorded_audio\three\three_29.wav,three
augmented_audio_dataset\Backward\volume_down_9.wav,Backward
augmented_audio_dataset\Forward\shift_forward_307.wav,Forward
augmented_audio_dataset\Happy\noise_453.wav,Happy
augmented_audio_dataset\Stop\speed_up_1172.wav,Stop
augmented_audio_dataset\Right\volume_up_941.wav,Right
augmented_audio_dataset\up\original_1401.wav,up
augmented_audio_dataset\Learn\volume_down_555.wav,Learn
processed_recorded_audio\wow\wow_01.wav,wow
augmented_audio_dataset\Happy\shift_backward_441.wav,Happy
augmented_audio_dataset\two\noise_1299.wav,two
augmented_audio_dataset\Happy\volume_up_462.wav,Happy
augmented_audio_dataset\Seven\pitch_up_994.wav,Seven
augmented_audio_dataset\yes\speed_up_1494.wav,yes
processed_recorded_audio\Eight\Eight_33.wav,Eight
processed_recorded_audio\yes\yes_13.wav,yes
augmented_audio_dataset\Nine\noise_725.wav,Nine
augmented_audio_dataset\Down\volume_down_167.wav,Down
augmented_audio_dataset\tree\pitch_up_1275.wav,tree
augmented_audio_dataset\Seven\shift_backward_1009.wav,Seven
augmented_audio_dataset\tree\shift_forward_1252.wav,tree
augmented_audio_dataset\tree\pitch_down_1265.wav,tree
augmented_audio_dataset\two\speed_down_1285.wav,two
augmented_audio_dataset\Forward\reversed_298.wav,Forward
augmented_audio_dataset\Sheila\reversed_1075.wav,Sheila
processed_recorded_audio\Down\Down_33.wav,Down
augmented_audio_dataset\Right\original_954.wav,Right
augmented_audio_dataset\Backward\volume_up_11.wav,Backward
processed_recorded_audio\zero\zero_28.wav,zero
augmented_audio_dataset\yes\volume_down_1470.wav,yes
augmented_audio_dataset\Forward\pitch_down_331.wav,Forward
augmented_audio_dataset\Marvin\noise_648.wav,Marvin
augmented_audio_dataset\Eight\noise_184.wav,Eight
augmented_audio_dataset\Stop\shift_forward_1124.wav,Stop
augmented_audio_dataset\Down\original_148.wav,Down
augmented_audio_dataset\wow\volume_down_1457.wav,wow
augmented_audio_dataset\Five\shift_forward_226.wav,Five
augmented_audio_dataset\Five\speed_down_229.wav,Five
processed_recorded_audio\Four\Four_32.wav,Four
augmented_audio_dataset\House\original_531.wav,House
processed_recorded_audio\Right\Right_41.wav,Right
augmented_audio_dataset\One\speed_down_886.wav,One
augmented_audio_dataset\Dog\original_118.wav,Dog
augmented_audio_dataset\Down\speed_up_142.wav,Down
augmented_audio_dataset\House\reversed_519.wav,House
augmented_audio_dataset\wow\shift_forward_1456.wav,wow
processed_recorded_audio\Dog\Dog_34.wav,Dog
augmented_audio_dataset\Four\volume_down_375.wav,Four
augmented_audio_dataset\Down\pitch_down_144.wav,Down
augmented_audio_dataset\Stop\shift_backward_1172.wav,Stop
augmented_audio_dataset\three\speed_down_1180.wav,three
augmented_audio_dataset\Four\pitch_up_360.wav,Four
augmented_audio_dataset\Seven\original_1026.wav,Seven
processed_recorded_audio\tree\tree_01.wav,tree
augmented_audio_dataset\Off\original_801.wav,Off
augmented_audio_dataset\Nine\reversed_718.wav,Nine
augmented_audio_dataset\No\shift_forward_774.wav,No
augmented_audio_dataset\Stop\original_1149.wav,Stop
augmented_audio_dataset\Right\volume_down_941.wav,Right
augmented_audio_dataset\visual\volume_down_1421.wav,visual
augmented_audio_dataset\tree\volume_down_1274.wav,tree
augmented_audio_dataset\Sheila\pitch_down_1063.wav,Sheila
augmented_audio_dataset\Stop\speed_down_1161.wav,Stop
augmented_audio_dataset\Right\speed_down_931.wav,Right
augmented_audio_dataset\yes\volume_down_1483.wav,yes
augmented_audio_dataset\Forward\volume_up_325.wav,Forward
augmented_audio_dataset\Bed\speed_up_40.wav,Bed
augmented_audio_dataset\Six\shift_backward_1104.wav,Six
augmented_audio_dataset\Four\shift_forward_351.wav,Four
augmented_audio_dataset\Nine\pitch_down_710.wav,Nine
augmented_audio_dataset\zero\shift_forward_1508.wav,zero
augmented_audio_dataset\Happy\volume_down_467.wav,Happy
augmented_audio_dataset\Right\pitch_up_946.wav,Right
augmented_audio_dataset\House\volume_up_542.wav,House
augmented_audio_dataset\up\noise_1365.wav,up
augmented_audio_dataset\two\speed_down_1331.wav,two
processed_recorded_audio\No\No_03.wav,No
augmented_audio_dataset\Follow\pitch_down_279.wav,Follow
augmented_audio_dataset\Off\volume_up_779.wav,Off
augmented_audio_dataset\Bed\volume_down_56.wav,Bed
augmented_audio_dataset\Sheila\pitch_up_1070.wav,Sheila
augmented_audio_dataset\Follow\noise_256.wav,Follow
augmented_audio_dataset\Left\pitch_up_617.wav,Left
processed_recorded_audio\tree\tree_20.wav,tree
augmented_audio_dataset\No\original_730.wav,No
augmented_audio_dataset\Bird\volume_down_69.wav,Bird
augmented_audio_dataset\yes\speed_up_1503.wav,yes
augmented_audio_dataset\Forward\shift_forward_318.wav,Forward
augmented_audio_dataset\Forward\pitch_up_297.wav,Forward
augmented_audio_dataset\Seven\volume_up_1032.wav,Seven
augmented_audio_dataset\visual\shift_forward_1413.wav,visual
augmented_audio_dataset\Six\original_1087.wav,Six
processed_recorded_audio\Go\Go_06.wav,Go
augmented_audio_dataset\Stop\shift_forward_1145.wav,Stop
augmented_audio_dataset\Forward\volume_up_318.wav,Forward
augmented_audio_dataset\two\volume_up_1286.wav,two
augmented_audio_dataset\Six\shift_forward_1091.wav,Six
augmented_audio_dataset\Backward\shift_backward_1.wav,Backward
augmented_audio_dataset\Follow\reversed_254.wav,Follow
augmented_audio_dataset\Backward\noise_10.wav,Backward
augmented_audio_dataset\up\speed_down_1383.wav,up
augmented_audio_dataset\Forward\shift_forward_289.wav,Forward
augmented_audio_dataset\visual\shift_forward_1428.wav,visual
augmented_audio_dataset\tree\pitch_up_1259.wav,tree
processed_recorded_audio\Five\Five_17.wav,Five
augmented_audio_dataset\Happy\volume_down_459.wav,Happy
augmented_audio_dataset\yes\shift_forward_1500.wav,yes
augmented_audio_dataset\zero\volume_down_1537.wav,zero
augmented_audio_dataset\Six\speed_down_1089.wav,Six
augmented_audio_dataset\Five\shift_forward_208.wav,Five
augmented_audio_dataset\Bed\original_52.wav,Bed
augmented_audio_dataset\Marvin\reversed_637.wav,Marvin
augmented_audio_dataset\two\reversed_1309.wav,two
augmented_audio_dataset\On\original_864.wav,On
augmented_audio_dataset\No\speed_up_750.wav,No
augmented_audio_dataset\visual\pitch_down_1409.wav,visual
augmented_audio_dataset\No\shift_forward_751.wav,No
augmented_audio_dataset\Down\pitch_down_141.wav,Down
augmented_audio_dataset\visual\pitch_down_1418.wav,visual
augmented_audio_dataset\Right\volume_up_952.wav,Right
augmented_audio_dataset\two\noise_1290.wav,two
augmented_audio_dataset\Seven\speed_down_989.wav,Seven
augmented_audio_dataset\two\shift_forward_1318.wav,two
augmented_audio_dataset\Backward\volume_down_16.wav,Backward
augmented_audio_dataset\Left\volume_up_604.wav,Left
augmented_audio_dataset\Marvin\speed_down_659.wav,Marvin
augmented_audio_dataset\Learn\original_561.wav,Learn
